,QuestionId,UserId,AnswerId,IsCorrect,CorrectAnswer,AnswerValue
164225,252,2096,180251,0,3,2
164345,83,6059,242429,0,2,1
164390,332,3082,1389536,1,2,2
164405,462,4616,717629,1,3,3
164421,815,1735,928106,1,1,1
164429,89,6084,994057,1,4,4
164528,83,222,842123,1,2,2
164530,252,2760,595249,1,3,3
164575,815,2185,397858,1,1,1
164580,178,4153,18858,1,4,4
164596,50,327,756749,0,2,4
164623,332,4910,1125779,1,2,2
164640,764,5772,967152,1,4,4
164648,83,131,1196884,1,2,2
164655,836,1570,1393877,1,4,4
164708,405,1582,158814,1,2,2
164739,547,5274,1235935,0,4,2
164795,727,4940,656546,1,2,2
164863,462,543,1105662,1,3,3
164881,89,373,1115597,1,4,4
164916,836,4327,1111261,0,4,3
164933,836,2369,157417,0,4,2
164946,83,573,1409311,1,2,2
164999,50,5389,1383080,0,2,1
165068,764,5070,1090671,1,4,4
165129,252,2697,334745,1,3,3
165155,89,5021,329698,1,4,4
165158,89,2876,1128694,1,4,4
165234,855,5323,715928,1,3,3
165302,727,2017,472528,1,2,2
165381,727,2009,1373910,1,2,2
165382,405,1791,949127,1,2,2
165393,50,2190,1037268,1,2,2
165492,50,1792,500733,0,2,4
165508,727,5903,18331,1,2,2
165527,727,1459,1252370,1,2,2
165533,815,3472,924502,1,1,1
165737,89,4113,299968,1,4,4
165760,83,2984,405104,1,2,2
165770,727,451,930325,1,2,2
165802,547,2405,1165146,1,4,4
165837,199,239,807517,1,1,1
165889,911,432,1433801,0,2,1
165899,764,5205,1504468,1,4,4
165904,815,5977,1161469,1,1,1
165924,727,2978,367650,1,2,2
165928,922,699,733673,1,4,4
165980,856,5711,906319,0,3,4
165991,764,2784,1185503,1,4,4
165997,856,550,629151,1,3,3
166020,922,4767,1454082,0,4,3
166022,405,6018,1441705,1,2,2
166074,83,4703,970546,0,2,1
166101,547,789,836942,0,4,3
166163,405,184,1294987,1,2,2
166165,836,5315,1301781,1,4,4
166204,332,1730,1314973,0,2,3
166339,547,5182,594170,1,4,4
166430,856,543,1126252,1,3,3
166437,332,3256,34699,1,2,2
166447,668,1399,1196188,1,3,3
166451,50,1547,953467,0,2,4
166458,856,1670,703108,1,3,3
166487,332,463,1273415,1,2,2
166557,50,1229,682037,0,2,4
166558,547,233,939192,1,4,4
166628,252,848,801923,1,3,3
166689,922,159,88287,1,4,4
166705,199,4061,1273465,1,1,1
166763,547,4375,549985,1,4,4
166802,855,1389,1280552,0,3,1
166833,625,5459,419138,0,1,4
166957,836,4258,146949,1,4,4
167053,668,1635,886569,0,3,2
167105,50,3557,1174157,1,2,2
167136,199,2923,513283,1,1,1
167168,815,2259,414169,0,1,2
167214,50,2011,39198,1,2,2
167255,83,2154,1389770,1,2,2
167268,764,4616,476268,1,4,4
167289,462,5078,300064,1,3,3
167294,462,717,899243,1,3,3
167324,50,5941,1476354,0,2,3
167368,405,4792,375350,1,2,2
167409,89,2995,11781,1,4,4
167443,50,521,1011262,1,2,2
167448,89,802,312105,0,4,3
167510,856,359,1271390,0,3,2
167512,727,2423,77284,1,2,2
167616,462,2923,661024,0,3,2
167648,252,574,1416289,1,3,3
167682,405,4511,547343,1,2,2
167727,83,3308,687551,0,2,4
167755,815,2667,752990,1,1,1
167883,856,681,316524,0,3,2
167888,922,1302,920070,1,4,4
167891,462,3253,1249454,1,3,3
167962,764,4575,972074,1,4,4
167978,856,2918,1492796,0,3,2
168009,836,4084,1295030,0,4,2
168039,405,5494,951193,1,2,2
168112,547,604,395130,1,4,4
168169,405,1419,1063029,1,2,2
168211,252,626,1213888,1,3,3
168228,547,3337,1361936,1,4,4
168233,89,2170,353569,0,4,2
168237,856,6077,1400797,0,3,2
168251,252,1853,1434656,1,3,3
168263,462,1871,540497,0,3,1
168278,199,1077,413229,0,1,2
168319,727,1326,125886,1,2,2
168333,50,5148,1298880,1,2,2
168385,911,385,451531,1,2,2
168418,764,4261,853388,0,4,3
168426,836,5328,279651,1,4,4
168491,50,2220,1086617,1,2,2
168556,922,4380,732557,0,4,3
168589,668,4767,1238455,0,3,2
168608,911,4598,813824,1,2,2
168633,668,5299,571346,1,3,3
168692,332,5521,1781,0,2,1
168693,815,5699,1196729,1,1,1
168697,836,202,554203,0,4,2
168736,547,3243,1393511,1,4,4
168742,764,4703,1205826,1,4,4
168754,405,3539,1090822,0,2,3
168765,462,226,110397,1,3,3
168798,855,5348,1458184,1,3,3
168906,332,214,629056,0,2,1
168955,836,5496,402630,1,4,4
168993,199,4269,1022438,1,1,1
169058,83,4701,1293433,1,2,2
169104,764,1886,1044155,1,4,4
169118,462,3562,1439479,1,3,3
169160,462,1288,1312214,1,3,3
169178,668,5938,1254014,1,3,3
169217,50,202,1239490,1,2,2
169219,332,2210,441732,1,2,2
169236,836,5777,567938,1,4,4
169270,764,1047,310785,1,4,4
169350,668,5102,1157939,1,3,3
169369,625,4586,1300637,1,1,1
169443,547,5282,1388222,0,4,3
169456,855,4486,813604,1,3,3
169464,668,4875,876695,1,3,3
169501,50,463,1255620,1,2,2
169557,856,3861,177798,1,3,3
169586,83,3693,586155,0,2,1
169603,815,3057,472353,1,1,1
169667,625,3604,22120,1,1,1
169670,668,1901,1168088,1,3,3
169691,855,3346,1246101,1,3,3
169707,836,2632,1340072,1,4,4
169736,89,2967,506481,0,4,2
169777,625,3420,184213,1,1,1
169784,252,2101,766938,1,3,3
169810,462,2061,310447,0,3,4
169834,625,4816,778984,1,1,1
169835,856,5762,985702,0,3,2
169905,911,2446,1115131,0,2,1
169916,547,5882,696242,0,4,2
169950,922,5085,815716,1,4,4
169970,83,2185,773865,1,2,2
169981,922,2521,884635,1,4,4
170042,547,1493,1171811,1,4,4
170092,89,1612,1203074,1,4,4
170343,668,629,1324410,1,3,3
170344,625,2540,529177,0,1,4
170379,836,3191,788965,0,4,3
170461,856,1335,371177,1,3,3
170480,668,2211,606458,1,3,3
170502,462,3399,188003,0,3,1
170506,462,2033,407448,1,3,3
170564,89,4605,472241,1,4,4
170622,815,4199,65535,1,1,1
170666,462,2781,1388809,0,3,1
170670,625,6124,265310,0,1,4
170688,462,1634,1024536,1,3,3
170706,836,5667,862828,0,4,3
170839,89,4586,1195344,0,4,3
170880,89,4679,228259,1,4,4
170890,178,5292,389418,1,4,4
170898,855,4173,130201,1,3,3
170964,836,2306,1159346,0,4,3
171007,83,454,779340,1,2,2
171023,668,4813,32291,1,3,3
171024,911,730,1297198,1,2,2
171038,625,4829,1393053,1,1,1
171079,547,3138,712906,0,4,3
171093,252,4720,909539,1,3,3
171143,727,4928,147825,1,2,2
171157,332,4522,369599,1,2,2
171346,83,305,241113,1,2,2
171372,911,5136,1073964,0,2,1
171429,89,4,635555,1,4,4
171440,815,4330,1334825,0,1,3
171521,764,1395,991100,1,4,4
171671,462,2043,1404784,1,3,3
171686,178,5300,377036,1,4,4
171697,178,221,263581,0,4,1
171770,199,778,481082,1,1,1
171796,836,1802,1090687,1,4,4
171843,50,4882,118006,1,2,2
171852,462,4142,522788,1,3,3
171871,911,4448,257235,1,2,2
171901,625,6023,406947,0,1,4
171945,405,2241,1100130,1,2,2
171958,199,2873,263193,1,1,1
171974,836,3403,283608,1,4,4
171989,668,1289,659151,1,3,3
172038,405,4752,1212787,1,2,2
172043,547,97,189329,1,4,4
172103,815,1704,1505125,1,1,1
172251,252,1317,1147370,1,3,3
172253,668,5949,1457768,1,3,3
172278,727,4451,713345,1,2,2
172300,911,4817,1268974,1,2,2
172312,89,2575,1475719,1,4,4
172347,89,674,1092046,1,4,4
172381,199,4345,1157701,1,1,1
172389,727,3347,557247,1,2,2
172403,83,5110,553426,0,2,1
172446,625,4,1495124,1,1,1
172456,815,2116,2019,1,1,1
172497,815,5667,43705,0,1,4
172507,178,2351,1056318,1,4,4
172519,252,1987,174170,1,3,3
172539,668,2720,102710,1,3,3
172553,199,5699,31780,1,1,1
172563,405,5688,610000,1,2,2
172607,668,3600,684989,1,3,3
172625,199,2671,1236581,1,1,1
172645,83,1792,436172,0,2,1
172654,727,5078,1316406,1,2,2
172718,856,4698,1283496,1,3,3
172748,625,409,1444124,1,1,1
172755,89,4959,601524,1,4,4
172760,836,3078,105897,1,4,4
172783,252,2795,1499538,0,3,2
172792,83,1314,135799,0,2,1
172808,252,3549,1035756,1,3,3
172812,922,3992,687788,0,4,1
172853,922,113,178677,1,4,4
172869,764,5098,1297029,1,4,4
172907,547,1232,82550,1,4,4
173002,625,1170,458096,1,1,1
173026,89,6147,84904,1,4,4
173085,815,5566,564176,0,1,3
173116,50,241,771230,1,2,2
173162,252,173,1299334,1,3,3
173213,178,4350,677085,1,4,4
173230,199,3379,624785,1,1,1
173231,625,1389,748849,0,1,4
173249,547,4555,972116,1,4,4
173292,547,5830,266267,1,4,4
173329,855,2965,1329136,1,3,3
173373,856,841,1353860,0,3,2
173381,50,6066,425633,1,2,2
173426,625,4455,1271807,1,1,1
173541,199,5031,866325,1,1,1
173543,252,4889,795993,1,3,3
173564,199,5705,731445,0,1,3
173574,332,1144,1146160,0,2,1
173580,252,5148,1352047,0,3,1
173582,547,2697,1507705,0,4,3
173597,764,1720,880541,1,4,4
173640,83,1804,742459,0,2,4
173660,252,4554,744544,0,3,2
173795,855,5848,1298462,1,3,3
173800,50,1232,454374,1,2,2
174064,625,1897,290297,1,1,1
174117,911,2984,1320835,1,2,2
174122,50,3931,1316770,1,2,2
174231,764,2061,401258,1,4,4
174233,332,3912,822721,1,2,2
174266,625,135,830415,0,1,3
174281,855,3543,530672,1,3,3
174334,922,5443,798835,0,4,3
174356,332,4458,1148570,1,2,2
174360,199,4090,207822,0,1,2
174385,625,1585,1329149,1,1,1
174391,836,362,304779,0,4,3
174454,462,4123,983546,1,3,3
174474,252,5456,1402380,1,3,3
174525,855,1457,280631,1,3,3
174529,836,1850,1315825,1,4,4
174634,625,5846,962558,1,1,1
174689,836,5491,1151407,1,4,4
174709,83,6076,252140,1,2,2
174786,727,1664,714619,1,2,2
174803,855,3546,963386,1,3,3
174898,83,2812,981762,1,2,2
174937,547,1081,264599,1,4,4
174986,625,892,1426341,0,1,2
175018,332,1284,419914,1,2,2
175072,462,2394,1428898,1,3,3
175083,50,4598,93527,1,2,2
175160,836,1196,1174725,0,4,2
175180,547,575,311873,0,4,3
175210,727,284,254669,1,2,2
175215,836,2469,220774,0,4,2
175247,332,4880,562054,1,2,2
175269,922,912,790780,1,4,4
175316,856,4628,439445,1,3,3
175330,911,2471,1361822,1,2,2
175346,50,1492,647763,1,2,2
175361,547,4137,178572,1,4,4
175391,50,2635,1242117,1,2,2
175395,668,5323,1328828,1,3,3
175496,668,5498,572075,1,3,3
175504,547,5370,1073553,0,4,2
175516,625,1362,465852,0,1,4
175578,856,1314,1386534,0,3,4
175603,764,4184,206152,1,4,4
175708,83,3854,281392,0,2,1
175718,50,2267,990852,1,2,2
175764,625,1880,1252173,0,1,4
175820,332,2259,653541,0,2,1
175850,764,2639,1340912,1,4,4
175852,332,4818,197091,0,2,1
175864,332,5330,383150,1,2,2
175910,764,5287,4685,1,4,4
176027,855,1715,852059,1,3,3
176060,668,3387,299281,0,3,2
176080,547,1503,125598,0,4,2
176081,405,4361,980403,0,2,1
176131,855,978,194420,1,3,3
176145,836,5218,370313,0,4,1
176156,668,3259,1164728,0,3,4
176325,405,12,339777,1,2,2
176352,855,6066,1014432,0,3,2
176369,405,1585,1375737,1,2,2
176428,547,1963,139976,1,4,4
176463,547,4504,1449582,1,4,4
176547,836,465,667227,1,4,4
176616,625,4710,762382,0,1,3
176634,625,4340,1345626,1,1,1
176728,89,2905,693975,0,4,2
176770,83,889,476420,1,2,2
176793,462,4693,435867,1,3,3
176795,405,6070,880717,0,2,1
176830,199,193,147097,1,1,1
176832,462,6018,819048,1,3,3
176895,89,4294,2772,0,4,2
176937,911,911,1362189,1,2,2
176999,855,890,1214648,1,3,3
177025,199,1897,1480713,1,1,1
177030,668,2190,698342,1,3,3
177057,911,5593,1044246,0,2,1
177114,50,4723,185445,1,2,2
177149,178,4868,1204991,1,4,4
177198,252,3664,1297806,1,3,3
177214,332,4999,75354,1,2,2
177216,856,2694,1026718,1,3,3
177244,855,226,515207,1,3,3
177261,89,4612,1066343,1,4,4
177318,462,2717,880504,1,3,3
177366,83,2543,1490934,0,2,4
177381,668,3729,460868,1,3,3
177410,625,2485,1184285,1,1,1
177470,911,2583,573707,1,2,2
177506,462,156,1108995,1,3,3
177527,83,5139,1029543,1,2,2
177648,405,5287,1312463,1,2,2
177659,911,2922,146371,0,2,4
177683,911,1952,1243565,1,2,2
177914,727,5598,342462,1,2,2
178023,764,2914,924549,1,4,4
178153,178,118,316690,1,4,4
178163,252,1115,1447754,1,3,3
178196,836,2070,501018,1,4,4
178236,405,1229,441069,1,2,2
178249,856,2597,945504,0,3,2
178267,727,714,932565,1,2,2
178301,462,2337,1410784,1,3,3
178303,855,5603,705822,0,3,4
178310,815,4281,224363,1,1,1
178363,178,1093,374913,1,4,4
178398,332,577,259873,0,2,1
178400,855,3838,1301034,0,3,4
178423,815,3135,1271447,1,1,1
178426,836,2945,1410884,0,4,2
178441,856,1853,574017,0,3,4
178448,405,2465,1205621,1,2,2
178494,547,5418,487454,1,4,4
178531,856,2020,100384,0,3,2
178568,332,4435,902282,1,2,2
178573,727,3790,766368,0,2,1
178665,625,1150,825907,1,1,1
178699,547,2380,316394,0,4,2
178723,836,723,757150,1,4,4
178755,332,5976,1217370,0,2,1
178758,332,225,1482382,1,2,2
178762,815,5092,483136,1,1,1
178839,836,2022,773323,1,4,4
178845,836,2020,1319112,0,4,3
178897,462,4209,931828,1,3,3
178903,668,1709,1201691,0,3,4
178952,764,3123,730649,1,4,4
179001,668,673,873463,0,3,2
179014,856,2757,1201369,1,3,3
179050,547,640,777236,0,4,3
179052,462,3192,1453627,1,3,3
179186,83,1975,1456660,0,2,4
179200,856,12,410957,1,3,3
179256,332,538,618308,0,2,1
179278,764,4197,1279133,1,4,4
179285,911,2918,825746,1,2,2
179358,547,3509,10831,0,4,3
179367,547,2999,31594,0,4,3
179386,462,1692,718391,1,3,3
179406,668,3337,566146,1,3,3
179464,405,1314,1418647,1,2,2
179490,815,2130,954002,1,1,1
179581,815,3395,408823,1,1,1
179599,815,3460,1193646,1,1,1
179704,199,5646,695784,0,1,2
179747,178,2070,1130231,1,4,4
179760,199,3931,963303,1,1,1
179881,332,3716,723212,0,2,1
179882,727,1007,871504,1,2,2
179959,547,5335,989821,0,4,3
180003,815,4582,1505722,1,1,1
180069,547,3339,866608,1,4,4
180111,856,3112,903301,0,3,2
180120,815,3999,308728,1,1,1
180122,178,5367,182247,1,4,4
180256,332,5662,1003279,0,2,3
180281,815,3611,345170,0,1,2
180465,815,4540,841078,1,1,1
180472,668,562,1167983,1,3,3
180584,922,1455,616791,0,4,1
180641,547,1897,855891,0,4,2
180814,856,3015,749558,1,3,3
180915,178,4555,117508,1,4,4
180938,547,4009,150140,0,4,2
180982,922,1240,212175,1,4,4
181109,50,3128,332418,1,2,2
181145,764,3532,694365,1,4,4
181176,856,5326,1206873,1,3,3
181222,252,4455,40127,1,3,3
181257,405,5901,861437,1,2,2
181262,89,825,243243,0,4,3
181267,252,5274,1299215,1,3,3
181350,332,4328,1428357,1,2,2
181355,815,6072,397518,1,1,1
181366,89,2277,1184564,1,4,4
181454,668,2822,192556,1,3,3
181458,462,405,173852,1,3,3
181481,199,2061,1382534,1,1,1
181485,764,2276,201394,1,4,4
181500,856,2404,217738,0,3,4
181514,199,1661,343260,1,1,1
181537,50,4729,1411903,0,2,1
181541,922,4182,135203,0,4,2
181545,252,4599,289246,0,3,2
181613,462,3056,1099044,1,3,3
181630,252,4693,125032,1,3,3
181645,405,689,192087,1,2,2
181725,625,4964,500328,1,1,1
181798,83,3237,1229166,1,2,2
181843,856,3078,1366630,0,3,2
181853,252,1234,738769,0,3,2
181934,462,1749,670544,1,3,3
181959,668,4611,1293915,1,3,3
182038,922,1955,1113167,1,4,4
182059,668,3169,894519,1,3,3
182121,836,4290,1194577,0,4,2
182148,199,1734,1406279,0,1,3
182177,252,57,524205,1,3,3
182178,855,2704,1099761,1,3,3
182253,836,51,1022715,1,4,4
182350,922,3009,1332779,1,4,4
182390,856,3678,771754,0,3,4
182434,764,1068,1009530,1,4,4
182456,405,5133,233775,0,2,3
182467,405,3549,303105,1,2,2
182510,727,1182,683592,1,2,2
182522,836,3151,919094,0,4,3
182529,89,5587,989983,0,4,1
182661,462,1032,202415,1,3,3
182689,547,4339,1102084,1,4,4
182713,405,2464,1223274,1,2,2
182745,855,3575,1446743,1,3,3
182763,836,2777,1012653,0,4,2
182785,178,2485,1087698,1,4,4
182823,815,1250,1418062,0,1,3
182858,199,1971,1384889,0,1,4
183004,405,5919,1294814,1,2,2
183074,815,1674,986601,0,1,3
183094,911,2261,957118,0,2,1
183173,83,2745,1446324,1,2,2
183215,836,154,1065585,1,4,4
183304,50,2208,494306,0,2,1
183341,83,5378,354890,0,2,3
183349,178,2439,436697,1,4,4
183354,332,219,216786,1,2,2
183394,727,203,682691,1,2,2
183524,89,4716,1304977,0,4,1
183525,922,6050,331900,1,4,4
183690,405,3617,439571,1,2,2
183809,50,221,1058742,1,2,2
183819,764,1809,1193416,1,4,4
183855,815,2201,14635,1,1,1
183884,252,110,889296,1,3,3
184028,547,5720,280060,1,4,4
184091,764,463,931922,1,4,4
184123,815,3993,1331308,1,1,1
184126,50,1332,190080,1,2,2
184130,855,6050,1129435,1,3,3
184136,199,5234,640376,1,1,1
184150,547,2196,4208,1,4,4
184159,199,101,1485610,1,1,1
184166,547,5949,590358,1,4,4
184224,83,4033,1248124,1,2,2
184286,547,1657,999332,1,4,4
184313,855,830,922655,1,3,3
184337,855,741,1369676,1,3,3
184342,252,206,646728,1,3,3
184363,50,4503,700300,0,2,3
184452,332,4816,88536,1,2,2
184456,199,5231,129539,1,1,1
184464,332,4670,532787,1,2,2
184530,727,825,1321872,1,2,2
184584,856,5134,938877,0,3,2
184620,462,3113,670001,1,3,3
184642,727,3582,820593,1,2,2
184656,83,1959,1495577,0,2,1
184668,911,2745,1415827,1,2,2
184681,332,640,156420,1,2,2
184697,332,2369,548703,1,2,2
184724,922,2819,1042545,1,4,4
184758,764,1860,770018,1,4,4
185137,727,3453,1191282,1,2,2
185186,625,3398,1012950,0,1,4
185190,815,5603,329598,1,1,1
185207,83,1993,942653,1,2,2
185337,83,3130,310813,1,2,2
185363,89,398,1443308,0,4,2
185374,668,4581,695216,0,3,1
185384,625,5561,537623,1,1,1
185435,855,1374,1099665,1,3,3
185441,252,3938,581880,1,3,3
185458,668,202,562528,0,3,4
185510,668,3156,1064534,1,3,3
185526,855,1709,395196,0,3,4
185585,668,3614,716308,1,3,3
185623,178,4340,91399,1,4,4
185667,922,6091,341071,1,4,4
185721,815,3578,250852,1,1,1
185722,764,2664,1398189,0,4,2
185740,815,4850,390900,1,1,1
185757,199,5892,1121387,1,1,1
185796,252,4258,471229,1,3,3
185808,89,233,1335690,1,4,4
185830,856,867,1415372,0,3,2
185913,856,4457,233331,1,3,3
185956,50,2402,760023,1,2,2
185991,625,1810,1302364,0,1,4
186014,547,2466,1082282,1,4,4
186015,911,4632,434262,1,2,2
186058,911,2598,1216582,1,2,2
186094,625,4373,1398206,1,1,1
186114,405,303,1321082,1,2,2
186195,922,2774,1430226,1,4,4
186218,855,198,742059,0,3,4
186224,922,2445,1120765,1,4,4
186295,764,4512,1014934,0,4,3
186301,462,4295,864854,1,3,3
186383,727,2170,720945,1,2,2
186394,462,2598,402959,1,3,3
186432,764,1777,885851,0,4,2
186453,547,6091,270840,0,4,2
186561,625,4351,32343,1,1,1
186587,668,3420,873470,1,3,3
186607,83,565,852685,0,2,1
186643,83,1784,1263664,0,2,1
186725,332,5534,441364,1,2,2
186754,836,397,771857,0,4,1
186769,815,3201,1270438,1,1,1
186837,764,263,519352,1,4,4
186843,462,3968,1273559,1,3,3
186880,178,4817,1095214,1,4,4
186968,922,1748,1028340,0,4,3
187005,668,859,1248913,1,3,3
187010,922,3734,400498,1,4,4
187018,50,4559,703187,1,2,2
187061,405,3191,828683,1,2,2
187095,764,3709,274724,0,4,3
187139,911,1507,186150,0,2,1
187141,252,3202,1482762,0,3,1
187166,668,2876,215426,0,3,2
187170,89,564,493082,1,4,4
187205,178,5447,60431,1,4,4
187230,855,4458,108043,1,3,3
187292,922,1876,225890,1,4,4
187325,668,740,1105037,1,3,3
187360,178,4453,1217085,0,4,2
187365,764,2873,645664,0,4,2
187377,547,595,454782,1,4,4
187402,405,673,223676,0,2,3
187461,856,42,839534,0,3,1
187497,764,955,233899,0,4,2
187525,727,4409,794959,1,2,2
187593,855,3113,1063989,1,3,3
187606,83,2075,395759,0,2,4
187618,855,452,62418,1,3,3
187624,911,628,173317,0,2,1
187661,83,5534,757668,1,2,2
187673,625,2509,1390567,0,1,4
187690,332,5870,1046846,1,2,2
187744,462,3954,948552,0,3,4
187757,50,2846,1319322,1,2,2
187771,922,4605,1413877,1,4,4
187826,462,1476,1429706,1,3,3
187839,83,1952,884538,1,2,2
187912,83,3931,1138264,0,2,3
187964,547,5848,1074891,1,4,4
187982,332,3862,489465,0,2,1
188013,252,194,506577,1,3,3
188047,83,4421,1331920,1,2,2
188089,199,3482,643144,1,1,1
188102,50,3836,1061723,1,2,2
188143,815,12,1241977,0,1,4
188158,911,5919,691849,1,2,2
188179,50,2907,226290,1,2,2
188181,922,3475,508018,1,4,4
188204,764,3057,524183,1,4,4
188218,922,463,832437,1,4,4
188250,83,560,800378,0,2,1
188258,50,2666,1137944,1,2,2
188292,405,732,231659,1,2,2
188401,199,351,1035824,1,1,1
188417,462,5792,186516,1,3,3
188489,178,5646,606508,1,4,4
188510,764,5838,345597,0,4,1
188564,764,5883,621913,0,4,2
188571,50,173,1226082,0,2,3
188581,405,3980,1364279,1,2,2
188621,911,1590,911566,1,2,2
188662,89,1563,900466,1,4,4
188666,199,4956,1258779,1,1,1
188681,83,2618,1202747,1,2,2
188781,815,4163,139108,1,1,1
188790,199,2902,465020,1,1,1
188859,83,3400,997316,0,2,4
188963,668,4280,939765,1,3,3
188967,462,2284,228144,0,3,1
189038,922,3987,210801,1,4,4
189076,83,564,1070666,1,2,2
189084,764,2636,944203,1,4,4
189112,855,6141,1000537,1,3,3
189140,727,3338,376351,0,2,4
189153,764,144,990138,1,4,4
189235,856,2626,418614,0,3,2
189303,462,3130,1315833,0,3,4
189370,462,5284,1445441,1,3,3
189374,625,3569,851427,1,1,1
189459,462,2911,969718,1,3,3
189475,199,3803,667800,1,1,1
189523,727,2717,278783,1,2,2
189526,815,3557,848982,1,1,1
189546,815,2795,1249134,1,1,1
189682,547,5292,124208,0,4,3
189845,405,112,129094,1,2,2
189869,178,4069,585847,1,4,4
189892,547,188,234425,1,4,4
189942,199,4193,750725,1,1,1
190000,252,740,441647,1,3,3
190029,856,3687,1462638,0,3,2
190116,668,5649,1362033,1,3,3
190131,547,3738,720423,1,4,4
190135,855,3880,56464,1,3,3
190251,625,1113,147426,1,1,1
190328,462,2127,182253,1,3,3
190340,668,593,156914,0,3,2
190353,922,2215,1308353,1,4,4
190409,252,5066,784259,1,3,3
190416,911,5630,330604,0,2,3
190449,462,3873,92258,1,3,3
190551,252,1955,1476722,0,3,2
190574,462,18,758849,1,3,3
190575,462,2914,753182,1,3,3
190579,856,678,168954,0,3,2
190583,89,1644,125596,1,4,4
190601,252,1674,1347738,0,3,4
190671,89,5315,1039717,1,4,4
190686,764,5661,389077,1,4,4
190688,836,2392,394063,1,4,4
190727,50,5461,1203634,1,2,2
190739,922,5507,681875,1,4,4
190740,911,881,1191702,1,2,2
190750,922,3404,979981,0,4,3
190764,727,5346,218788,0,2,3
190840,462,3532,1473255,1,3,3
190956,815,5889,715154,1,1,1
191124,199,5784,1434337,1,1,1
191131,252,5901,206088,1,3,3
191173,625,2726,601177,1,1,1
191223,405,1896,429710,1,2,2
191266,178,6098,166698,1,4,4
191391,50,1420,1028068,1,2,2
191392,252,1007,64782,0,3,1
191418,764,968,235707,1,4,4
191420,856,5051,414928,0,3,4
191475,922,693,1323294,1,4,4
191555,405,3338,1216887,1,2,2
191615,727,5852,308089,1,2,2
191668,856,1342,13927,0,3,4
191678,856,4573,992338,0,3,1
191802,764,2392,1284375,1,4,4
191849,855,214,517268,1,3,3
191852,727,5098,1047470,1,2,2
191854,625,1457,803689,1,1,1
191883,815,3324,993878,1,1,1
191910,405,5102,961070,1,2,2
191914,462,5037,79565,1,3,3
191929,332,1596,154247,0,2,3
191938,764,3882,618662,0,4,3
191959,625,1419,1429207,1,1,1
191972,815,1335,362622,1,1,1
191998,405,5473,638188,0,2,4
192010,405,818,743242,1,2,2
192011,815,2073,110413,0,1,2
192051,856,3403,844246,0,3,2
192090,178,3314,1446535,1,4,4
192097,178,5041,668020,1,4,4
192162,625,4637,1402454,1,1,1
192232,332,537,1411685,0,2,3
192244,50,1833,911747,1,2,2
192332,922,3159,657441,1,4,4
192483,764,4895,784427,1,4,4
192507,911,364,1494907,1,2,2
192567,89,2772,1331872,1,4,4
192629,815,2200,563059,1,1,1
192652,855,572,684464,0,3,4
192671,856,789,164530,0,3,2
192701,50,1358,844613,0,2,3
192710,815,144,166751,1,1,1
192795,836,662,857955,1,4,4
192809,83,4290,751328,1,2,2
192811,625,2819,1098259,1,1,1
192823,727,4649,260158,1,2,2
192829,911,4766,703768,1,2,2
192870,547,3266,1313973,1,4,4
192992,668,385,1002100,0,3,4
192995,855,2073,1059925,1,3,3
193001,252,1646,461128,1,3,3
193005,815,4890,1380907,0,1,2
193028,252,5694,1170900,1,3,3
193061,911,3868,286002,0,2,3
193067,727,1068,867869,1,2,2
193087,856,2831,185926,0,3,2
193166,332,4529,704076,1,2,2
193216,911,2211,562750,1,2,2
193247,855,4829,198940,1,3,3
193250,668,5971,352372,0,3,2
193280,252,1048,1335972,1,3,3
193284,911,3057,214479,0,2,1
193310,89,4928,1477708,1,4,4
193318,922,4546,994473,1,4,4
193326,83,732,157340,0,2,4
193338,727,4421,724073,1,2,2
193339,836,4849,1339942,0,4,3
193376,855,575,159060,1,3,3
193400,89,2914,593048,1,4,4
193427,89,5507,1151105,1,4,4
193442,727,2995,1191864,1,2,2
193452,462,2369,1444604,0,3,1
193453,911,6041,636335,1,2,2
193487,764,5216,849584,1,4,4
193499,547,2252,940700,0,4,3
193529,252,5261,774003,1,3,3
193578,252,1228,1142045,0,3,2
193661,462,1294,715983,0,3,1
193728,178,405,229825,1,4,4
193749,83,1261,1234735,0,2,1
193758,252,4156,1282891,1,3,3
193768,727,2799,486387,1,2,2
193800,855,3929,709895,1,3,3
193810,668,5818,714289,1,3,3
193819,405,6137,838254,1,2,2
193848,547,412,47956,1,4,4
193859,89,4798,1448086,1,4,4
193890,252,723,2360,1,3,3
193953,547,5578,1260422,1,4,4
193967,89,6081,1364606,1,4,4
193981,405,1018,261667,1,2,2
193995,83,5661,990886,1,2,2
194063,89,5699,41586,1,4,4
194087,332,88,1454030,1,2,2
194090,764,5037,1032123,1,4,4
194153,332,1207,510330,0,2,1
194156,856,4703,385087,0,3,2
194220,547,4372,1244979,0,4,2
194234,462,4090,1206599,0,3,2
194238,625,79,283936,1,1,1
194249,668,156,212333,1,3,3
194285,911,3578,798529,1,2,2
194294,199,354,161877,0,1,2
194316,668,123,503926,1,3,3
194509,462,5723,95680,1,3,3
194532,911,3968,640310,0,2,1
194576,911,5229,158211,1,2,2
194639,462,1263,8899,1,3,3
194662,815,5413,682936,1,1,1
194767,332,154,979278,1,2,2
194864,856,2995,235025,0,3,2
194882,50,4419,373432,1,2,2
194929,252,1373,1192736,1,3,3
194944,199,4511,1174787,1,1,1
194951,547,4316,1463127,1,4,4
